aphiaID,taxonID,class,order,scientificName,taxon_cpr_list,FG_complete,filter_or_not
110703,3045,Malacostraca,Euphausiacea,Stylocheiron longicorne,Stylocheiron longicorne,omnivore,0
110707,3050,Malacostraca,Euphausiacea,Thysanoessa gregaria,Thysanoessa gregaria,omnivore,0
111929,NA,NA,NA,NA,Globigerinidae,na,0
111930,NA,NA,NA,NA,Globorotaliidae,na,0
112086,NA,NA,NA,NA,Rotalia spp.,na,0
112200,NA,NA,NA,NA,Globorotalia spp.,na,0
113434,NA,NA,NA,NA,Globigerina bulloides,na,0
113449,NA,NA,NA,NA,Globorotalia inflata,na,0
113458,NA,NA,NA,NA,Neogloboquadrina pachyderma,na,0
113462,NA,NA,NA,NA,Turborotalita quinqueloba,na,0
113465,NA,NA,NA,NA,Globigerinita uvula,na,0
113474,NA,NA,NA,NA,Neogloboquadrina incompta,na,0
115145,NA,NA,NA,NA,Clytemnestridae f,omnivore,0
115163,3961,Copepoda,Harpacticoida,Miraciidae,Miraciidae,omnivore,0
115183,4314,Copepoda,Harpacticoida,Tisbidae,Tisbidae spp. f,omnivore,0
115187,NA,NA,NA,NA,Ambunguipes spp.,omnivore,0
115273,3735,Copepoda,Harpacticoida,Clytemnestra,Clytemnestra spp.,omnivore,0
115341,3956,Copepoda,Harpacticoida,Microsetella,Microsetella spp.,omnivore,0
115348,3858,Copepoda,Harpacticoida,Euterpina,Euterpina spp.,omnivore,0
115408,3934,Copepoda,Harpacticoida,Macrosetella,Macrosetella spp.,omnivore,0
115427,3658,Copepoda,Harpacticoida,Alteutha,Alteutha spp.,omnivore,0
115805,3740,Copepoda,Harpacticoida,Clytemnestra scutellata,Clytemnestra scutellata f,omnivore,0
116115,3957,Copepoda,Harpacticoida,Microsetella norvegica,Microsetella norvegica,omnivore,0
116116,3958,Copepoda,Harpacticoida,Microsetella rosea,Microsetella rosea,omnivore,0
116162,3859,Copepoda,Harpacticoida,Euterpina acutifrons,Euterpina acutifrons,omnivore,0
116162,3859,Copepoda,Harpacticoida,Euterpina acutifrons,Euterpina acutifrons,omnivore,0
116382,3935,Copepoda,Harpacticoida,Macrosetella gracilis,Macrosetella gracilis,omnivore,0
116383,3960,Copepoda,Harpacticoida,Miracia efferata,Miracia efferata f,omnivore,0
116384,4052,Copepoda,Harpacticoida,Oculosetella gracilis,Oculosetella gracilis,omnivore,0
116598,NA,NA,NA,NA,Parathalestris croni,omnivore,0
117080,3190,Hydrozoa,Leptothecata,Eirene,Eirene spp.,carnivore,0
117267,3419,Hydrozoa,Narcomedusae,Solmundella bitentaculata,Solmundella bitentaculata,carnivore,0
117568,3268,Hydrozoa,Limnomedusae,Liriope tetraphylla,Liriope tetraphylla,carnivore,0
117851,3081,Hydrozoa,Trachymedusae,Aglaura hemistoma,Aglaura hemistoma,carnivore,0
118403,NA,NA,NA,NA,Metacirolana spp.,omnivore,0
119369,NA,NA,NA,NA,Kuhnia spp. cyst,omnivore,0
119822,3571,Malacostraca,Mysida,Mysidae,Mysidae indet,omnivore,0
123080,NA,NA,NA,NA,Asteroidea larvae,omnivore,0
123081,NA,NA,NA,NA,Pentacrinoid larvae,omnivore,0
123082,NA,NA,NA,NA,Echinopluteus,omnivore,0
123084,NA,NA,NA,NA,Ophiopluteus,omnivore,0
123200,5884,Ophiuroidea,Ophiurida,Ophiuridae,Ophiuroidea,carnivore,0
125498,5815,Actinopteri,Myctophiformes,Myctophidae,Myctophid,na,0
125576,NA,NA,NA,NA,Bothidae larvae,na,0
125606,6113,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathid,na,0
125610,NA,NA,NA,NA,Monacanthidae (leatherjacket) larvae,na,0
125832,5970,Actinopteri,Myctophiformes,Protomyctophum,Protomyctophum sp.,na,0
127520,4415,Ostracoda,Myodocopida,Cypridina,Cypridina spp.,omnivore,0
127533,4395,Ostracoda,Halocyprida,Conchoecia,Conchoecia spp.,omnivore,0
127538,4430,Ostracoda,Halocyprida,Euconchoecia,Euconchoecia spp.,omnivore,0
127784,NA,NA,NA,NA,Euconchoecia aculeata,omnivore,0
128567,3734,Copepoda,Cyclopoida,Clausidiidae,Clausidiid j,omnivore,0
128569,3755,Copepoda,Cyclopoida,Corycaeidae,Corycaeidae,carnivore,0
128586,4167,Copepoda,Cyclopoida,Oncaeidae,Oncaeidae j,omnivore,0
128633,3652,Copepoda,Cyclopoida,Agetus,Agetus spp. f,carnivore,0
128634,3756,Copepoda,Cyclopoida,Corycaeus,Corycaeus spp.,carnivore,0
128635,3833,Copepoda,Cyclopoida,Ditrichocorycaeus,Ditrichocorycaeus spp.,carnivore,0
128636,3864,Copepoda,Cyclopoida,Farranula,Farranula spp.,carnivore,0
128638,4168,Copepoda,Cyclopoida,Onychocorycaeus,Onychocorycaeus spp.,carnivore,0
128639,4347,Copepoda,Cyclopoida,Urocorycaeus,Urocorycaeus spp.,carnivore,0
128672,3927,Copepoda,Cyclopoida,Lubbockia,Lubbockia spp.,omnivore,0
128690,4098,Copepoda,Cyclopoida,Oncaea,Oncaea spp.,omnivore,0
128691,4316,Copepoda,Cyclopoida,Triconia,Triconia spp. f,omnivore,0
128721,3747,Copepoda,Cyclopoida,Copilia,Copilia spp.,omnivore,0
128722,4246,Copepoda,Cyclopoida,Sapphirina,Sapphirina ovatolanceolata / gemma f,omnivore,0
128795,3653,Copepoda,Cyclopoida,Agetus flaccus,Agetus flaccus f,carnivore,0
128796,3654,Copepoda,Cyclopoida,Agetus limbatus,Agetus limbatus f,carnivore,0
128797,3655,Copepoda,Cyclopoida,Agetus typicus,Agetus typicus f,carnivore,0
128798,3759,Copepoda,Cyclopoida,Corycaeus clausi,Corycaeus clausi f,carnivore,0
128799,3760,Copepoda,Cyclopoida,Corycaeus crassiusculus,Corycaeus crassiusculus f,carnivore,0
128800,3761,Copepoda,Cyclopoida,Corycaeus speciosus,Corycaeus speciosus f,carnivore,0
128804,3837,Copepoda,Cyclopoida,Ditrichocorycaeus andrewsi,Ditrichocorycaeus andrewsi f,carnivore,0
128805,3838,Copepoda,Cyclopoida,Ditrichocorycaeus anglicus,Ditrichocorycaeus anglicus f,carnivore,0
128807,3844,Copepoda,Cyclopoida,Ditrichocorycaeus lubbocki,Ditrichocorycaeus lubbocki f,carnivore,0
128808,3845,Copepoda,Cyclopoida,Ditrichocorycaeus minimus,Ditrichocorycaeus minimus m,carnivore,0
128809,3846,Copepoda,Cyclopoida,Ditrichocorycaeus subtilis,Ditrichocorycaeus subtilis f,carnivore,0
128810,3847,Copepoda,Cyclopoida,Ditrichocorycaeus tenuis,Ditrichocorycaeus tenuis f,carnivore,0
128811,3865,Copepoda,Cyclopoida,Farranula carinata,Farranula carinata f,carnivore,0
128812,3867,Copepoda,Cyclopoida,Farranula curta,Farranula curta f,carnivore,0
128813,3869,Copepoda,Cyclopoida,Farranula gracilis,Farranula gracilis f,carnivore,0
128814,3872,Copepoda,Cyclopoida,Farranula rostrata,Farranula rostrata f,carnivore,0
128815,NA,NA,NA,NA,Monocorycaeus robustus f,carnivore,0
128816,4170,Copepoda,Cyclopoida,Onychocorycaeus catus,Onychocorycaeus catus f,carnivore,0
128817,4171,Copepoda,Cyclopoida,Onychocorycaeus giesbrechti,Onychocorycaeus giesbrechti f,carnivore,0
128818,4172,Copepoda,Cyclopoida,Onychocorycaeus latus,Onychocorycaeus latus f,carnivore,0
128819,4173,Copepoda,Cyclopoida,Onychocorycaeus ovalis,Onychocorycaeus ovalis f,carnivore,0
128820,4175,Copepoda,Cyclopoida,Onychocorycaeus pumilus,Onychocorycaeus pumilus f,carnivore,0
128821,4348,Copepoda,Cyclopoida,Urocorycaeus furcifer,Urocorycaeus furcifer f,carnivore,0
128822,4349,Copepoda,Cyclopoida,Urocorycaeus lautus,Urocorycaeus lautus f,carnivore,0
128893,3928,Copepoda,Cyclopoida,Lubbockia aculeata,Lubbockia aculeata f,omnivore,0
128894,3931,Copepoda,Cyclopoida,Lubbockia squillimana,Lubbockia squillimana f,omnivore,0
128926,4101,Copepoda,Cyclopoida,Oncaea atlantica,Oncaea atlantica complex f,omnivore,0
128938,4129,Copepoda,Cyclopoida,Oncaea media,Oncaea media complex f,omnivore,0
128939,4130,Copepoda,Cyclopoida,Oncaea mediterranea,Oncaea mediterranea broad f,omnivore,0
128950,4155,Copepoda,Cyclopoida,Oncaea scottodicarloi,Oncaea scottodicarloi f,omnivore,0
128954,4162,Copepoda,Cyclopoida,Oncaea venusta,Oncaea venusta complex,omnivore,0
128955,4166,Copepoda,Cyclopoida,Oncaea zernovi,Oncaea zernovi complex f,omnivore,0
128957,4320,Copepoda,Cyclopoida,Triconia conifera,Triconia conifera complex f,omnivore,0
129036,3749,Copepoda,Cyclopoida,Copilia lata,Copilia lata f,omnivore,0
129038,3752,Copepoda,Cyclopoida,Copilia mirabilis,Copilia mirabilis f,omnivore,0
129039,3753,Copepoda,Cyclopoida,Copilia quadrata,Copilia quadrata f,omnivore,0
129041,4247,Copepoda,Cyclopoida,Sapphirina angusta,Sapphirina angusta f,omnivore,0
129052,4257,Copepoda,Cyclopoida,Sapphirina metallina,Sapphirina metallina f,carnivore,0
129053,4258,Copepoda,Cyclopoida,Sapphirina nigromaculata,Sapphirina cf. nigromaculata f,omnivore,0
129054,4259,Copepoda,Cyclopoida,Sapphirina opalina,Sapphirina opalina,omnivore,0
129058,4263,Copepoda,Cyclopoida,Sapphirina scarlata,Sapphirina scarlata f,omnivore,0
129060,4265,Copepoda,Cyclopoida,Sapphirina stellata,Sapphirina stellata,omnivore,0
129327,4652,Polychaeta,Phyllodocida,Maupasia,Maupasia sp.,carnivore,0
129715,4750,Polychaeta,Phyllodocida,Tomopteris,Tomopteris spp.,carnivore,0
129721,4764,Polychaeta,Phyllodocida,Travisiopsis,Travisiopsis spp.,carnivore,0
129766,NA,NA,NA,NA,Vanadis longissima,carnivore,0
130219,4681,Polychaeta,Phyllodocida,Pelagobia longicirrata,Pelagobia longicirrata,omnivore,0
130219,4681,Polychaeta,Phyllodocida,Pelagobia longicirrata,Pelagobia longicirrata,omnivore,0
131580,4767,Polychaeta,Phyllodocida,Travisiopsis levinseni,Travisiopsis levinseni,carnivore,0
131582,4772,Polychaeta,Phyllodocida,Typhloscolex muelleri,Typhloscolex muelleri,carnivore,0
135333,5025,Hydrozoa,Siphonophorae,Calycophorae,Calycophoran,carnivore,0
135335,5137,Hydrozoa,Siphonophorae,Physonectae,Physonectae,carnivore,0
135336,4997,Hydrozoa,Siphonophorae,Abylidae,Siphonophore abylidae,carnivore,0
135338,5055,Hydrozoa,Siphonophorae,Diphyidae,Siphonophore diphyidae,carnivore,0
135360,5030,Hydrozoa,Siphonophorae,Chelophyes,Chelophyes spp.,carnivore,0
135364,5064,Hydrozoa,Siphonophorae,Eudoxoides,Eudoxoides spp.,carnivore,0
135365,5088,Hydrozoa,Siphonophorae,Lensia,Lensia spp.,carnivore,0
135424,5066,Hydrozoa,Siphonophorae,Eudoxoides spiralis,Eudoxoides spiralis,carnivore,0
135531,NA,NA,NA,NA,Pandaridae,carnivore,0
135566,3699,Copepoda,Siphonostomatoida,Caligus,Caligus spp.,omnivore,0
136093,6083,Malacostraca,Stomatopoda,Squillidae,Squillidae,carnivore,0
136113,NA,NA,NA,NA,Squilla sp.,carnivore,0
137215,5198,Thaliacea,Doliolida,Doliolidae,Doliolidae indet,filter-feeder,1
137216,5224,Thaliacea,Pyrosomatida,Pyrosomatidae,Pyrosomatidae indet,filter-feeder,1
137217,5239,Thaliacea,Salpida,Salpidae,Salpidae,filter-feeder,1
137222,5204,Thaliacea,Doliolida,Doliolum,Doliolum oozoid spp.,filter-feeder,1
137224,5222,Thaliacea,Pyrosomatida,Pyrosoma,Pyrosome,filter-feeder,1
137233,5233,Thaliacea,Salpida,Salpa,Salpa thompsoni agg,filter-feeder,1
137236,5242,Thaliacea,Salpida,Thalia,Thalia spp.,filter-feeder,1
137272,5235,Thaliacea,Salpida,Salpa fusiformis,Salpa fusiformis,filter-feeder,1
137275,5241,Thaliacea,Salpida,Soestia zonaria,Soestia zonaria,filter-feeder,1
137279,5243,Thaliacea,Salpida,Thalia democratica,Thalia democratica,filter-feeder,1
137687,5343,Gastropoda,Littorinimorpha,Atlanta,Atlanta spp.,carnivore,0
137751,4788,Gastropoda,Pteropoda,Clio,Clio sp.,carnivore,0
137752,4807,Gastropoda,Pteropoda,Creseis,Creseis spp.,omnivore,0
137793,4794,Gastropoda,Pteropoda,Clione,Clione spp.,carnivore,0
138122,4844,Gastropoda,Pteropoda,Limacina,Limacina,omnivore,0
138366,4867,Gastropoda,Pteropoda,Pneumodermopsis,Pneumodermopsis spp. (Unidentified),carnivore,0
139033,4792,Gastropoda,Pteropoda,Clio pyramidata,Clio pyramidata,omnivore,0
139178,4796,Gastropoda,Pteropoda,Clione limacina,Clione limacina,carnivore,0
140227,4849,Gastropoda,Pteropoda,Limacina retroversa,Limacina retroversa,omnivore,0
146142,NA,NA,NA,NA,Bryozoan (Cyphonaute larvae),omnivore,0
146420,6164,NA,NA,Tunicata,Urochordate,filter-feeder,1
148378,5934,NA,NA,Phoronidae,Actinotroch of phoronid worm,omnivore,0
148912,NA,NA,NA,NA,Thalassiosira spp.,na,0
148917,NA,NA,NA,NA,Coscinodiscus spp. (Unidentified),na,0
148947,NA,NA,NA,NA,Actinoptychus spp.,na,0
148985,NA,NA,NA,NA,Chaetoceros spp.,na,0
148992,NA,NA,NA,NA,Coscinodiscus concinnus,na,0
149004,NA,NA,NA,NA,Cylindrotheca closterium,na,0
149023,NA,NA,NA,NA,Ditylum brightwellii,na,0
149028,NA,NA,NA,NA,Fragilaria spp.,na,0
149033,NA,NA,NA,NA,Gyrosigma spp.,na,0
149050,NA,NA,NA,NA,Odontella aurita,na,0
149055,NA,NA,NA,NA,Paralia sulcata,na,0
149060,NA,NA,NA,NA,Podosira stelligera,na,0
149066,NA,NA,NA,NA,Rhaphoneis amphiceros,na,0
149071,NA,NA,NA,NA,Rhizosolenia hebetata semispina,na,0
149074,NA,NA,NA,NA,Skeletonema costatum,na,0
149084,NA,NA,NA,NA,Surirella spp.,na,0
149093,NA,NA,NA,NA,Thalassionema nitzschioides,na,0
149094,NA,NA,NA,NA,Odontella regia,na,0
149095,NA,NA,NA,NA,Odontella sinensis,na,0
149106,NA,NA,NA,NA,Leptocylindrus danicus,na,0
149112,NA,NA,NA,NA,Guinardia delicatula,na,0
149113,NA,NA,NA,NA,Guinardia striata,na,0
149115,NA,NA,NA,NA,Rhizosolenia setigera,na,0
149116,NA,NA,NA,NA,Rhizosolenia imbricata,na,0
149117,NA,NA,NA,NA,Rhizosolenia pungens,na,0
149118,NA,NA,NA,NA,Bacteriastrum spp.,na,0
149131,NA,NA,NA,NA,Eucampia zodiacus,na,0
149132,NA,NA,NA,NA,Guinardia flaccida,na,0
149135,NA,NA,NA,NA,Lauderia annulata,na,0
149139,NA,NA,NA,NA,Asterionellopsis glacialis,na,0
149142,NA,NA,NA,NA,Navicula spp.,na,0
149150,NA,NA,NA,NA,Nitzschia longissima,na,0
149151,NA,NA,NA,NA,Nitzschia/Pseudo-nitzschia spp. (unidentified),na,0
149152,NA,NA,NA,NA,Pseudo-nitzschia seriata complex,na,0
149153,NA,NA,NA,NA,Pseudo-nitzschia delicatissima complex,na,0
149156,NA,NA,NA,NA,Odontella granulata,na,0
149157,NA,NA,NA,NA,Odontella rhombus,na,0
149168,NA,NA,NA,NA,Proboscia alata,na,0
149230,NA,NA,NA,NA,Leptocylindrus mediterraneus,na,0
149286,NA,NA,NA,NA,Detonula confervacea,na,0
149306,NA,NA,NA,NA,Bellerochea malleus,na,0
149310,NA,NA,NA,NA,Dactyliosolen fragilissimus,na,0
149619,NA,NA,NA,NA,Cerataulina pelagica,na,0
149629,NA,NA,NA,NA,Rhizosolenia styliformis,na,0
149630,NA,NA,NA,NA,Stephanopyxis spp.,na,0
149647,NA,NA,NA,NA,Detonula pumila,na,0
149655,NA,NA,NA,NA,Biddulphia alternans,na,0
149668,3570,Malacostraca,Mysida,Mysida,Mysid,omnivore,0
149746,900,Copepoda,Calanoida,Drepanopus,Drepanopus sp.,omnivore,0
149755,343,Copepoda,Calanoida,Acartia (Acartiura) clausi,Acartia clausi f,omnivore,0
150203,NA,NA,NA,NA,Codonella spp.,omnivore,0
150205,NA,NA,NA,NA,Cyttarocylis spp.,omnivore,0
150305,NA,NA,NA,NA,Facetotecta cyprid,omnivore,0
155189,4631,Polychaeta,Phyllodocida,Iospilidae,Iospilidae indet,carnivore,0
155670,2576,Branchiopoda,Cladocera,Diplostraca,Cladoceran,omnivore,0
155686,NA,NA,NA,NA,Physosomata,omnivore,0
155698,180,Malacostraca,Amphipoda,Platysceloidea,Platysceloidea indet,omnivore,0
156509,NA,NA,NA,NA,Ceratium arcticum,na,0
156632,NA,NA,NA,NA,Coscinodiscus wailesii,na,0
157083,NA,NA,NA,NA,Thalassiothrix longissima,na,0
157430,NA,NA,NA,NA,Eucampia groenlandica,na,0
157440,NA,NA,NA,NA,Helicotheca tamesis,na,0
157683,2374,Copepoda,Calanoida,Tortanus,Tortanus spp.,carnivore,0
157684,NA,NA,NA,NA,Tortanus discaudatus,carnivore,0
160594,NA,NA,NA,NA,Pachysphaera spp.,na,0
160595,NA,NA,NA,NA,Pterosperma spp. (Total),na,0
162254,NA,NA,NA,NA,Asteromphalus spp.,na,0
162940,NA,NA,NA,NA,Odontella obtusa,na,0
163241,NA,NA,NA,NA,Guinardia cylindrus,na,0
163248,NA,NA,NA,NA,Hemiaulus spp.,na,0
163344,NA,NA,NA,NA,Pseudosolenia calcar-avis,na,0
163728,NA,NA,NA,NA,Bacillaria paxillifera,na,0
163780,6145,Oligotrichea,Choreotrichida,Tintinnopsis,Tintinnopsis radix,omnivore,0
164116,NA,NA,NA,NA,Odontella mobiliensis,na,0
172431,5571,Oligotrichea,Choreotrichida,Favella,Favella spp.,omnivore,0
172434,NA,NA,NA,NA,Helicostomella,na,0
172815,NA,NA,NA,NA,Hexasterias problematica,na,0
177604,NA,NA,NA,NA,Trichodesmium spp.,na,0
178847,NA,NA,NA,NA,Fusopsis incertae sedis,na,0
179596,NA,NA,NA,NA,Corethron hystrix,na,0
179785,NA,NA,NA,NA,Dactyliosolen antarcticus,na,0
180759,198,Malacostraca,Amphipoda,Primno macropa,Primno macropa,omnivore,0
183542,NA,NA,NA,NA,Dadayiella ganymedes,omnivore,0
183543,NA,NA,NA,NA,Eutintinnus spp.,na,0
183547,NA,NA,NA,NA,Climacocylis spp.,na,0
183548,NA,NA,NA,NA,Climacocylis scalaria,na,0
183551,NA,NA,NA,NA,Rhabdonella apophysata,na,0
183562,NA,NA,NA,NA,Epiplocylis spp.,na,0
183566,NA,NA,NA,NA,Salpingella spp.,na,0
183574,NA,NA,NA,NA,Xystonella spp.,na,0
183576,NA,NA,NA,NA,Rhabdonella spp.,na,0
196118,141,Malacostraca,Amphipoda,Oxycephalidae,Oxycephalidae,omnivore,0
196121,32,Malacostraca,Amphipoda,Caprelloidea,Caprelloidea,omnivore,0
196805,NA,NA,NA,NA,Rhizosolenia acuminata,na,0
196811,NA,NA,NA,NA,Rhizosolenia bergonii,na,0
196813,NA,NA,NA,NA,Neodenticula seminae,na,0
196815,NA,NA,NA,NA,Planktoniella sol,na,0
196822,NA,NA,NA,NA,Ceratium lunula,na,0
196824,NA,NA,NA,NA,Ceratium lamellicorne,na,0
196830,NA,NA,NA,NA,Cystodinium spp.,na,0
196834,NA,NA,NA,NA,Dictyocysta spp.,na,0
196855,NA,NA,NA,NA,Xystonella treforti,na,0
196874,1566,Copepoda,Calanoida,Paraeuchaeta,Paraeuchaeta spp.,carnivore,0
204197,NA,NA,NA,NA,Codonellopsis spp.,na,0
205038,229,Malacostraca,Amphipoda,Synopia,Synopia spp.,omnivore,0
205900,3042,Malacostraca,Euphausiacea,Pseudeuphausia,Pseudeuphausia latifrons,omnivore,0
205957,204,Malacostraca,Amphipoda,Rhabdosoma,Rhabdosoma spp,omnivore,0
206129,4682,Polychaeta,Phyllodocida,Phalacrophorus,Phalacrophorus spp.,carnivore,0
209714,4683,Polychaeta,Phyllodocida,Phalacrophorus pictus,Phalacrophorus pictus,carnivore,0
211848,676,Copepoda,Calanoida,Calocalanus plumulosus,Calocalanus plumulosus f,omnivore,0
220834,725,Copepoda,Calanoida,Canthocalanus pauper,Canthocalanus pauper,omnivore,0
220837,2077,Copepoda,Calanoida,Rhincalanus gigas,Nauplii Rhincalanus gigas,omnivore,0
220838,393,Copepoda,Calanoida,Acrocalanus gracilis,Acrocalanus gracilis f,omnivore,0
220839,395,Copepoda,Calanoida,Acrocalanus monachus,Acrocalanus monachus f,omnivore,0
220842,825,Copepoda,Calanoida,Clausocalanus minor,Clausocalanus minor f,omnivore,0
220843,818,Copepoda,Calanoida,Clausocalanus farrani,Clausocalanus farrani f (<1.00mm),omnivore,0
220898,2314,Copepoda,Calanoida,Temora discaudata,Temora discaudata,omnivore,0
220900,1763,Copepoda,Calanoida,Pleuromamma indica,Pleuromamma indica f,omnivore,0
220901,764,Copepoda,Calanoida,Centropages orsinii,Centropages orsinii,omnivore,0
220902,753,Copepoda,Calanoida,Centropages elongatus,Centropages elongatus f,omnivore,0
220903,755,Copepoda,Calanoida,Centropages gracilis,Centropages gracilis f,omnivore,0
220913,696,Copepoda,Calanoida,Candacia catula,Candacia catula f,carnivore,0
220914,717,Copepoda,Calanoida,Candacia simplex,Candacia simplex f,carnivore,0
220916,719,Copepoda,Calanoida,Candacia truncata,Candacia truncata f,carnivore,0
220919,620,Copepoda,Calanoida,Calanopia minor,Calanopia minor f,carnivore,0
220921,1276,Copepoda,Calanoida,Labidocera minuta,Labidocera minuta f,carnivore,0
220924,1274,Copepoda,Calanoida,Labidocera laevidentata,Labidocera laevidentata f,carnivore,0
220925,1278,Copepoda,Calanoida,Labidocera moretoni,Labidocera moretoni m,carnivore,0
220928,1815,Copepoda,Calanoida,Pontellina morii,Pontellina morii f,carnivore,0
220944,4058,Copepoda,Cyclopoida,Oithona attenuata,Oithona attenuata f,omnivore,0
221047,3024,Malacostraca,Euphausiacea,Euphausia recurva,Euphausia recurva,omnivore,0
221048,NA,NA,NA,NA,Euphausia similis,omnivore,0
221051,NA,NA,NA,NA,Euphausia spinifera,omnivore,0
221053,NA,NA,NA,NA,Euphausia longirostris,omnivore,0
221054,3028,Malacostraca,Euphausiacea,Euphausia vallentini,Euphausia vallentini,omnivore,0
221055,3021,Malacostraca,Euphausiacea,Euphausia lucens,Euphausia lucens,omnivore,0
224185,1766,Copepoda,Calanoida,Pleuromamma quadrungulata quadrungulata,Pleuromamma quadrungulata f,omnivore,0
225072,6003,Gastropoda,Littorinimorpha,Pterotracheidae,Pterotracheid,carnivore,0
231887,NA,NA,NA,NA,Proboscia indica,na,0
233386,NA,NA,NA,NA,Goniodoma polyedricum,na,0
235763,NA,NA,NA,NA,Rhabdonella spiralis,omnivore,0
235764,NA,NA,NA,NA,Undella spp.,omnivore,0
236216,3015,Malacostraca,Euphausiacea,Euphausia crystallorophias,Euphausia crystallorophias,omnivore,0
236217,3025,Malacostraca,Euphausiacea,Euphausia superba,Euphausia superba,omnivore,0
236218,NA,NA,NA,NA,Euphausia frigida,omnivore,0
236219,3055,Malacostraca,Euphausiacea,Thysanoessa macrura,Thysanoessa macrura,omnivore,0
236220,3027,Malacostraca,Euphausiacea,Euphausia triacantha,Euphausia triacantha,omnivore,0
236596,153,Malacostraca,Amphipoda,Paraphronima crassipes,Paraphronima crassipes,carnivore,0
236598,157,Malacostraca,Amphipoda,Parascelidae,Parascelidae,omnivore,0
236618,81,Malacostraca,Amphipoda,Hemityphis,Hemityphis spp,carnivore,0
236632,256,Malacostraca,Amphipoda,Vibilia armata,Vibilia armata,omnivore,0
237653,NA,NA,NA,NA,Harcledo spp.,carnivore,0
237863,3040,Malacostraca,Euphausiacea,Nyctiphanes australis,Nyctiphanes australis,omnivore,0
237965,1121,Copepoda,Calanoida,Gaetanus tenuispinus,Gaetanus tenuispinus,carnivore,0
237965,1121,Copepoda,Calanoida,Gaetanus tenuispinus,Gaetanus tenuispinus,carnivore,0
237965,1121,Copepoda,Calanoida,Gaetanus tenuispinus,Gaetanus tenuispinus,carnivore,0
237966,685,Copepoda,Calanoida,Calocalanus tenuis,Calocalanus tenuis f,omnivore,0
237967,1709,Copepoda,Calanoida,Pareucalanus,Pareucalanus spp.,omnivore,0
237968,1710,Copepoda,Calanoida,Pareucalanus attenuatus,Pareucalanus attenuatus,omnivore,0
240441,NA,NA,NA,NA,Codonellopsis morchella,na,0
247981,NA,NA,NA,NA,Pleopis polyphemoides,carnivore,0
266258,2552,Sagittoidea,Aphragmophora,Pseudosagitta gazellae,Pseudosagitta gazellae,carnivore,0
266545,5237,Thaliacea,Salpida,Salpa thompsoni,Salpa thompsoni,filter-feeder,1
266712,2514,Sagittoidea,Aphragmophora,Aidanosagitta regularis,Aidanosagitta regularis,carnivore,0
266854,2569,Sagittoidea,Aphragmophora,Solidosagitta marri,Solidosagitta marri,carnivore,0
325345,4873,Gastropoda,Pteropoda,Pteropoda,Pteropod,na,0
325378,90,Malacostraca,Amphipoda,Hyperiella,Hyperiella spp.,carnivore,0
325379,NA,NA,NA,NA,Hyperiella antarctica,carnivore,0
325381,NA,NA,NA,NA,Themisto australis,carnivore,0
325383,91,Malacostraca,Amphipoda,Hyperiella dilatata,Hyperiella dilatata,carnivore,0
325384,240,Malacostraca,Amphipoda,Themisto gaudichaudii,Themisto gaudichaudii,carnivore,0
325387,NA,NA,NA,NA,Hyperiella macronyx,carnivore,0
325406,43,Malacostraca,Amphipoda,Cyllopus lucasii,Cyllopus lucasii,omnivore,0
325407,44,Malacostraca,Amphipoda,Cyllopus magellanicus,Cyllopus magellanicus,omnivore,0
325408,255,Malacostraca,Amphipoda,Vibilia antarctica,Vibilia antarctica,omnivore,0
332607,4754,Polychaeta,Phyllodocida,Tomopteris carpenteri,Tomopteris carpenteri,carnivore,0
335010,4774,Polychaeta,Phyllodocida,Vanadis antarctica,Vanadis antarctica,carnivore,0
341238,414,Copepoda,Calanoida,Aetideus australis,Aetideus australis,carnivore,0
341501,NA,NA,NA,NA,Proboscia inermis,na,0
341542,NA,NA,NA,NA,Ephemera planamembranacea,na,0
341673,NA,NA,NA,NA,Rhabdonella amor,omnivore,0
342434,603,Copepoda,Calanoida,Calanoides acutus,Calanoides acutus,omnivore,0
342435,637,Copepoda,Calanoida,Calanus propinquus,Calanus propinquus,omnivore,0
342436,638,Copepoda,Calanoida,Calanus simillimus,Calanus simillimus,omnivore,0
342437,703,Copepoda,Calanoida,Candacia falcifera,Candacia falcifera,carnivore,0
342438,710,Copepoda,Calanoida,Candacia maxima,Candacia maxima,carnivore,0
342443,816,Copepoda,Calanoida,Clausocalanus brevipes,Clausocalanus brevipes,omnivore,0
342444,822,Copepoda,Calanoida,Clausocalanus laticeps,Clausocalanus laticeps,omnivore,0
342449,854,Copepoda,Calanoida,Ctenocalanus citer,Ctenocalanus citer,omnivore,0
342468,1051,Copepoda,Calanoida,Euchirella rostromagna,Euchirella rostromagna f,omnivore,0
343728,1177,Copepoda,Calanoida,Heterorhabdus austrinus,Heterorhabdus austrinus,carnivore,0
344689,1423,Copepoda,Calanoida,Metridia gerlachei,Metridia gerlachei,omnivore,0
344701,1480,Copepoda,Calanoida,Neocalanus tonsus,Neocalanus tonsus,omnivore,0
344712,4072,Copepoda,Cyclopoida,Oithona frigida,Oithona frigida,omnivore,0
344719,4113,Copepoda,Cyclopoida,Oncaea curvata,Oncaea curvata,omnivore,0
344974,1576,Copepoda,Calanoida,Paraeuchaeta antarctica,Paraeuchaeta antarctica,carnivore,0
